Game,Date,AwayTeam,AwayScore,HomeTeam,HomeScore,HomeResult,a_days_of_rest,a_CA,a_CF,a_FA,a_FF,a_GA,a_GF,a_HDCA,a_HDCF,a_HDGA,a_HDGF,a_HDSA,a_HDSF,a_LDCA,a_LDCF,a_LDGA,a_LDGF,a_LDSA,a_LDSF,a_MDCA,a_MDCF,a_MDGA,a_MDGF,a_MDSA,a_MDSF,a_PDO,a_SA,a_SCA,a_SCF,a_SF,a_xGA,a_xGF,h_days_of_rest,h_CA,h_CF,h_FA,h_FF,h_GA,h_GF,h_HDCA,h_HDCF,h_HDGA,h_HDGF,h_HDSA,h_HDSF,h_LDCA,h_LDCF,h_LDGA,h_LDGF,h_LDSA,h_LDSF,h_MDCA,h_MDCF,h_MDGA,h_MDGF,h_MDSA,h_MDSF,h_PDO,h_SA,h_SCA,h_SCF,h_SF,h_xGA,h_xGF
"2023-12-30 - NJ 2, BOS 5",2023-12-30,NJ,2,BOS,5,Won,0.0,44.519,48.187,31.734,32.910000000000004,2.146,2.2960000000000003,8.799000000000001,9.184,1.3530000000000002,1.198,5.693,5.55,22.67,28.81,0.369,0.384,8.723,11.429,11.715,12.766,0.403,0.697,4.723000000000001,4.553,1.0023,21.211,20.486,21.992,22.165,1.965,2.138,2.0,46.209,45.299,34.177,32.839,1.7999999999999996,1.373,8.759,9.063,1.092,0.6900000000000001,5.468,5.86,25.944,25.96,0.088,0.371,10.167,9.715,14.183000000000002,11.826,0.61,0.292,6.621,5.143,0.9913,23.291,23.002,20.857,21.765,2.146,2.089
"2023-12-30 - MTL 1, FLA 4",2023-12-30,MTL,1,FLA,4,Won,1.0,52.556,46.039,35.62,33.944,1.881,1.8,10.242,10.546,1.114,1.5100000000000002,6.246,6.933,29.235000000000003,25.552,0.0,0.0,12.557,10.054,14.386,11.09,0.78,0.3,6.069999999999999,4.965999999999999,1.0013,25.855,24.643,21.655,23.011000000000003,2.221,2.16,0.0,38.366,58.052,29.635,40.519,1.889,1.607,8.742,11.441,1.083,0.604,6.417,6.412000000000001,20.171,33.184000000000005,0.0,0.384,7.26,13.107,11.300999999999998,15.557999999999998,0.808,0.512,5.422,6.139,0.9562,20.269,20.106,26.973000000000003,27.244,1.906,2.6130000000000004
"2023-12-30 - STL 2, PIT 4",2023-12-30,STL,2,PIT,4,Won,0.0,46.24999999999999,43.724,33.634,34.468,2.721,1.849,8.399,7.325,1.826,0.682,5.21,5.474,27.098000000000003,26.183000000000003,0.624,0.384,10.883,11.473,12.66,12.844,0.199,0.7859999999999999,5.396,6.98,0.9433,22.963,21.061,20.247,25.221,1.921,1.953,2.0,45.883,48.781,32.889,34.154999999999994,1.8520000000000003,1.755,9.937,9.737,1.559,0.944,6.077999999999999,6.939,26.347,25.115,0.0,0.188,8.742,9.608,12.091,15.026,0.297,0.603,5.109,5.971,0.987,20.572,22.034,24.828,23.874,2.003,2.2310000000000003
"2023-12-30 - NYR 5, TB 1",2023-12-30,NYR,5,TB,1,Lost,0.0,46.861,46.509,34.776,34.319,2.318,1.759,8.984,8.686,0.8160000000000001,0.6859999999999999,5.678,5.87,27.399,23.834,0.311,0.396,10.842,9.173,13.416999999999998,15.089999999999998,1.1989999999999998,0.6960000000000001,6.417,7.866,0.9763,24.193,22.396,23.853,24.366,2.208,2.121,2.0,48.954,44.7,33.011,31.009000000000004,1.687,2.222,8.485,8.828999999999999,0.499,1.412,5.603,5.747000000000001,28.306,25.156,0.7899999999999999,0.43,11.888,9.279,14.095,11.733,0.4019999999999999,0.408,5.637,5.112,1.0339,23.996,22.648000000000003,20.548,20.711,2.007,1.872
"2023-12-30 - CAR 3, TOR 2",2023-12-30,CAR,3,TOR,2,Lost,1.0,36.298,55.627,28.017000000000003,37.815000000000005,2.31,2.086,7.218000000000001,9.947,1.2970000000000002,1.318,5.5440000000000005,5.848000000000001,21.771,33.428,0.2,0.194,8.784,11.185,9.215,16.223,0.8160000000000001,0.58,4.813000000000001,6.077,0.9837,20.533,16.473,26.115,23.996,1.807,2.165,0.0,48.15,49.44,34.17999999999999,34.951,2.226,2.536,9.264,10.74,0.956,1.618,6.542,7.42,24.610000000000003,27.606,0.571,0.415,10.203,10.054,13.657999999999998,14.718,0.694,0.4989999999999999,5.976000000000001,5.7170000000000005,1.0104000000000002,23.931,23.076,25.42,24.491,2.121,2.1100000000000003
"2023-12-30 - NSH 3, WSH 2",2023-12-30,NSH,3,WSH,2,Lost,0.0,47.957,44.377,33.799,30.477,2.126,1.685,9.42,8.943999999999999,1.234,1.186,5.831,5.794,27.572000000000003,24.693,0.2,0.107,10.476,9.669,13.276,12.9,0.702,0.417,5.788,5.507,0.9839,23.154,22.687,21.862,21.637,2.076,1.902,0.0,51.092,43.471,38.264,30.915,2.243,1.58,9.723,8.031,1.1549999999999998,0.6970000000000001,6.409999999999999,4.546,28.83,24.555,0.502,0.295,11.091,10.044,14.494,12.736,0.599,0.5940000000000001,6.497,6.016,0.9836,24.966,24.298,20.719,21.344,2.122,1.878
"2023-12-30 - EDM 3, LA 2",2023-12-30,EDM,3,LA,2,Lost,1.0,43.939,54.972,30.676,40.485,1.842,3.042,7.981,13.148,0.927,1.991,5.147,8.491,25.281,29.190999999999995,0.2,0.218,9.637,10.385000000000002,12.107,16.259,0.7209999999999999,0.82,5.075,7.345999999999999,1.0179,21.188,20.164,29.4,28.375,1.8880000000000003,2.816,1.0,41.541,59.48499999999999,29.025,43.351,1.606,1.81,7.31,10.368,0.792,1.009,4.706,6.715999999999999,22.328,36.452,0.094,0.312,8.642,15.282,11.763,15.838,0.712,0.49,4.907,6.55,0.982,19.437,19.099,26.151,30.282,1.805,2.597
"2023-12-31 - WPG 3, MIN 2",2023-12-31,WPG,3,MIN,2,Lost,0.0,41.319,55.82000000000001,30.237,41.125,1.185,2.994,8.488,9.736,0.592,1.354,4.962999999999999,5.987,23.111,32.983999999999995,0.295,0.3949999999999999,9.801,13.299,10.306,15.797999999999998,0.3,1.223,4.791,7.314,1.0589,20.9,18.845,25.463,27.404,1.832,2.469,0.0,43.539,44.843,31.932,30.626,1.546,2.132,7.481999999999999,8.279,0.766,1.526,4.894,5.255,28.506,24.428,0.19,0.0,11.311000000000002,7.843000000000001,11.094,13.915,0.587,0.593,5.16,6.275,1.0407,22.554,18.616,22.194,20.21,1.773,1.787
"2023-12-31 - BOS 5, DET 3",2023-12-31,BOS,5,DET,3,Lost,0.0,46.809000000000005,45.358,34.803000000000004,33.507,1.802,1.567,8.737,9.029,1.094,0.875,5.661,5.9350000000000005,27.455,25.706,0.088,0.371,11.077,10.228,14.001,11.59,0.61,0.29,6.415000000000001,4.768,0.9988,24.216,22.786,20.602,22.573,2.175,2.077,1.0,55.673,39.651,41.971,28.048,3.096,1.982,10.81,6.215000000000001,1.907,0.917,7.87,4.135,34.614,24.154000000000003,0.595,0.5599999999999999,12.907,8.749999999999998,15.502,11.399,0.589,0.497,6.874,4.88,0.9877,28.319,26.179,17.688000000000002,18.989,2.382,1.658
"2023-12-31 - BUF 1, OTT 5",2023-12-31,BUF,1,OTT,5,Won,0.0,43.478,51.470000000000006,31.355,38.49,1.48,2.674,8.962,9.657,0.892,0.981,5.843999999999999,6.577,23.12,29.967,0.384,0.3829999999999999,8.706999999999999,12.227,13.251,15.453,0.204,1.313,5.402,8.107,1.0238999999999998,20.507,22.208,25.157,27.753,1.926,2.425,1.0,48.554,44.971,34.434999999999995,31.969,2.362,2.238,9.045,8.745000000000001,1.1940000000000002,1.427,5.764,6.130999999999999,28.957000000000004,26.049,0.39,0.514,10.492,10.114,14.692000000000002,10.291,0.771,0.299,6.840000000000001,4.359,1.0091,23.881,23.767000000000003,19.045,21.777,2.035,1.812
"2023-12-31 - NYI 1, PIT 3",2023-12-31,NYI,1,PIT,3,Won,1.0,52.165,47.079,37.542,35.814,2.241,2.288,12.119,10.359,1.117,1.0799999999999998,7.815,7.404999999999999,30.152,27.071,0.388,0.217,11.317,11.103,13.619,11.981,0.71,0.984,6.1770000000000005,4.909000000000001,0.9966,25.669,25.737,22.329,24.729,2.438,2.327,0.0,45.751,47.844,32.535000000000004,32.821,1.861,1.842,9.716,9.678,1.6629999999999998,1.043,5.8020000000000005,6.799,26.374,25.724,0.0,0.188,8.84,9.216,12.456,14.419,0.2009999999999999,0.5930000000000001,4.939,5.529999999999999,0.9925,20.257,22.187,24.128,22.799,1.98,2.182
"2023-12-31 - MTL 3, TB 4",2023-12-31,MTL,3,TB,4,Won,0.0,52.14699999999999,45.265,35.331,33.087,1.88,1.607,10.195,9.966,1.213,1.3170000000000002,6.425,6.439,28.411,26.346000000000004,0.0,0.0,11.913,9.999,13.852,10.258,0.68,0.3,5.8740000000000006,4.3740000000000006,0.9936,25.251,24.015,20.266,21.792,2.234,1.972,0.0,48.066,46.126,33.213,31.523,2.013,2.123,8.687000000000001,8.274000000000001,0.7130000000000001,1.316,5.898,5.684,27.539,26.329,0.696,0.43,11.961,9.704,13.34,12.233,0.603,0.408,5.383,4.8340000000000005,1.0133,24.118,22.025,20.562,20.906,2.077,1.863
"2023-12-31 - EDM 7, ANA 2",2023-12-31,EDM,7,ANA,2,Lost,0.0,42.357,53.634,29.456,39.132,1.841,2.451,7.590999999999999,12.143,0.825,1.408,4.8740000000000006,7.554,23.187,28.7,0.2,0.218,8.971,10.112,12.188,16.707,0.8149999999999998,0.82,4.899,7.228,0.9983,20.062,19.845,28.828000000000003,26.814,1.795,2.711,1.0,44.967,40.446000000000005,32.211,30.451,1.503,1.427,9.653,7.897,0.406,0.6020000000000001,5.911,5.132,26.413,24.446,0.415,0.111,10.273,9.514,10.765,10.618,0.6849999999999999,0.701,4.862,4.889,1.0068,21.871,20.407,18.565,20.774,1.979,1.92
"2023-12-31 - PHI 3, CGY 4",2023-12-31,PHI,3,CGY,4,Won,1.0,50.12,46.522000000000006,32.868,36.085,1.359,2.436,8.501,9.491,0.961,1.543,4.847,6.489,27.897,27.795000000000005,0.177,0.2779999999999999,10.69,11.799,15.063999999999998,11.732,0.205,0.612,4.934,5.171,1.0347,21.81,23.638,21.168,24.806,1.991,2.116,3.0,50.745000000000005,44.554,33.077,32.149,2.061,1.709,8.267000000000001,8.17,1.379,0.498,5.366,5.918,29.666,27.759,0.189,0.804,12.396,11.239999999999998,14.141000000000002,11.007,0.485,0.403,5.551,4.747,0.9948,24.644,22.389000000000003,19.167,22.939,1.918,1.8560000000000003
"2023-12-31 - SJ 1, COL 3",2023-12-31,SJ,1,COL,3,Won,2.0,56.726,42.282,41.035,29.857,3.41,1.2020000000000002,11.26,8.47,1.5950000000000002,0.597,7.109999999999999,5.561999999999999,31.484,23.604000000000003,0.313,0.2,11.745,9.595,17.891,10.928,1.475,0.415,6.478999999999999,4.951,0.9197,26.374,28.984,19.448,20.901,2.5450000000000004,1.919,1.0,44.552,47.058,32.915,33.393,2.118,2.349,9.589,8.636,1.203,1.265,7.223000000000001,6.085,25.895,26.584000000000003,0.21,0.407,10.093,9.769,11.32,13.885000000000002,0.7030000000000001,0.6809999999999999,4.789,6.639,1.013,23.013,20.868,22.495,23.629,2.134,1.904
"2023-12-31 - CHI 1, DAL 8",2023-12-31,CHI,1,DAL,8,Won,1.0,57.15899999999999,39.002,40.275,28.627,2.369,1.6960000000000002,12.739999999999998,6.473999999999999,1.2950000000000002,1.1010000000000002,7.274000000000001,4.716,32.902,24.234,0.595,0.199,12.52,8.972999999999999,14.576,10.414,0.498,0.398,6.470999999999999,3.967,0.9998,27.513,27.410000000000004,16.854000000000003,18.28,2.574,1.528,1.0,44.148,52.866,31.891,37.312,2.5010000000000003,2.273,7.209999999999999,8.649000000000001,1.418,1.09,5.102,5.279999999999999,28.418,31.168,0.4009999999999999,0.3889999999999999,10.774,12.388,11.088,15.346999999999998,0.6979999999999998,0.799,5.476999999999999,6.63,0.9744,21.944,18.299,24.09,25.939,1.865,2.055
"2024-01-01 - VGK 0, SEA 3",2024-01-01,VGK,0,SEA,3,Won,3.0,52.237,45.99,36.364,33.410000000000004,2.689,2.384,9.083,9.411,1.191,1.209,5.7010000000000005,6.406999999999999,29.761000000000003,24.328,0.594,0.194,11.571000000000002,10.247,14.311000000000002,13.186000000000002,0.8939999999999999,0.985,6.064,6.509,0.9907,24.715,23.432,22.601,24.23,2.0409999999999995,2.189,2.0,46.60699999999999,48.74499999999999,34.172000000000004,32.497,1.017,2.005,7.599000000000001,10.407,0.916,1.219,5.162,5.579,30.565999999999995,29.431,0.093,0.394,12.492,10.7,12.442,11.28,0.0,0.3929999999999999,5.243,4.204,1.0402,24.111,20.027,21.704,21.563,1.872,1.996
"2024-01-02 - BOS 4, CBJ 1",2024-01-02,BOS,4,CBJ,1,Lost,1.0,45.489,45.423,33.102999999999994,33.132,1.668,1.791,8.606,8.745000000000001,1.094,0.875,5.402,5.601,26.986,25.353,0.088,0.394,10.351,10.338,13.211,11.727,0.496,0.5,5.505000000000001,4.838,1.0082999999999998,22.393,21.888,20.437,22.638,2.149,2.02,2.0,54.349,44.951,38.768,30.702000000000005,2.52,2.157,11.0,8.091,1.222,1.292,7.536,5.534000000000001,31.111999999999995,25.493,0.317,0.282,12.384,9.229,15.508999999999997,12.176,0.982,0.583,6.602000000000001,4.5920000000000005,1.0234,27.815,26.403,20.365,20.431,2.533,1.7600000000000002
"2024-01-02 - CAR 6, NYR 1",2024-01-02,CAR,6,NYR,1,Lost,2.0,37.534,56.132000000000005,28.493,38.507000000000005,2.114,1.883,7.064,9.378,1.01,1.113,5.488,5.4670000000000005,23.065,34.167,0.288,0.194,9.143,11.847,9.64,16.688,0.825,0.58,5.064,6.522,0.9805,20.977,16.772,25.981,24.827,1.799,2.14,2.0,47.471,45.662,34.8,33.42700000000001,1.927,2.185,8.912,8.983,0.717,0.9,5.612,6.358,27.659,22.47,0.311,0.396,11.008,8.925,13.261,14.51,0.906,0.897,5.925000000000001,7.131,1.0123000000000002,23.824,22.27,23.507,23.86,2.139,2.141
"2024-01-02 - WSH 4, PIT 3",2024-01-02,WSH,4,PIT,3,Lost,2.0,51.575,43.548,38.93900000000001,31.22600000000001,2.0450000000000004,1.479,10.179,8.154,1.261,0.597,6.641000000000001,4.601000000000001,29.132,24.616,0.408,0.1999999999999999,11.211,10.24,14.572,12.549,0.391,0.6900000000000001,6.131,5.994999999999999,0.983,24.853,24.787,20.677,21.583,2.21,1.858,1.0,47.382,50.593,33.458000000000006,34.86,1.863,1.935,10.22,10.09,1.5669999999999995,1.236,6.767999999999999,7.225,26.796,27.352,0.0,0.094,9.066,9.941,12.884,14.868,0.303,0.593,4.908,5.864,0.9948,21.381,23.169000000000004,24.891,24.084,2.127,2.272
"2024-01-02 - MTL 4, DAL 3",2024-01-02,MTL,4,DAL,3,Lost,1.0,49.861,46.953,32.778000000000006,34.726,1.939,1.82,9.362,10.693,0.89,1.423,5.793000000000001,6.927,26.607,27.599,0.089,0.0,10.581,10.509,13.404999999999998,10.4,0.972,0.3,5.680999999999999,4.332,0.9886,22.781,22.772,21.102,22.842,2.096,2.161,1.0,43.692,54.679,31.357,38.179,2.119,2.761,6.703999999999999,8.941,1.23,1.281,4.686,5.792,28.281,31.435,0.4009999999999999,0.3889999999999999,10.636,12.706,11.305,16.677999999999997,0.509,1.082,5.828,7.561999999999999,1.0014,21.715,18.069000000000003,25.683,27.408,1.769,2.125
"2024-01-02 - CGY 3, MIN 1",2024-01-02,CGY,3,MIN,1,Lost,1.0,49.498000000000005,45.096,32.209,32.114000000000004,1.954,1.709,8.249,7.386,1.1649999999999998,0.4049999999999999,5.255000000000001,5.587,27.968,28.39,0.189,0.804,11.994,11.6,14.417000000000002,11.878,0.5900000000000001,0.498,5.218999999999999,5.132,0.9955,23.739,22.653,19.247,23.26,1.925,1.818,1.0,43.851,45.193,32.005,30.308,1.464,1.803,7.392,7.983000000000001,0.776,1.312,5.018,4.982,28.725,25.024,0.19,0.0,11.573,8.032,10.921,13.77,0.491,0.4939999999999999,4.697,6.202,1.0300999999999998,22.511,18.323,21.770000000000003,19.937,1.767,1.736
"2024-01-02 - CHI 0, NSH 3",2024-01-02,CHI,0,NSH,3,Won,1.0,57.467000000000006,40.432,40.862,29.251,3.059,1.6960000000000002,13.234,6.489,1.5870000000000002,1.1010000000000002,7.578999999999999,4.718,31.945000000000004,24.801,0.595,0.199,12.595,8.914,14.685,11.192,0.8870000000000001,0.398,6.792999999999999,4.431,0.9816,28.328,27.963,17.693,18.662,2.635,1.566,2.0,48.063,46.548,34.032,32.096000000000004,2.207,1.594,9.707,9.367,1.327,1.193,5.986,6.054,27.818,26.335,0.2,0.0,10.593,9.899,13.208000000000002,14.227,0.693,0.417,5.357000000000001,5.736,0.9754,22.986,22.912,23.605,22.275,2.112,2.016
"2024-01-02 - TB 2, WPG 4",2024-01-02,TB,2,WPG,4,Won,1.0,48.956,46.615,33.976,31.427,2.029,2.398,9.218,8.346,0.72,1.316,5.956,5.69,27.942,26.549,0.589,0.519,11.881,9.544,13.679999999999998,12.29,0.603,0.595,5.494000000000001,4.51,1.0286,24.335,22.895000000000003,20.687,20.516,2.1630000000000003,1.897,1.0,41.99,55.337,29.571,40.405,1.089,2.774,7.704000000000001,9.835,0.4059999999999999,1.4549999999999998,4.709,5.991999999999999,23.974,32.541,0.295,0.284,9.541,12.928999999999998,10.911,15.738,0.3949999999999999,1.014,4.903999999999999,7.294,1.0546000000000002,20.282,18.642,25.521,26.8,1.736,2.474
"2024-01-02 - FLA 4, ARI 1",2024-01-02,FLA,4,ARI,1,Lost,2.0,38.055,56.527,29.440999999999995,38.901,1.783,1.519,7.892,10.888,0.977,0.517,5.673,6.151999999999999,21.291,32.452,0.0,0.384,7.8,12.953,10.77,14.867,0.808,0.5120000000000001,5.111,5.657,0.9592,19.695,18.731,25.728,26.427,1.795,2.454,3.0,46.098,45.04,33.858000000000004,31.765,1.779,1.876,8.777,10.51,1.191,0.973,5.813000000000001,6.799,27.735000000000003,24.172,0.0,0.111,10.569,9.261,12.645,13.276,0.5730000000000001,0.797,5.642,4.306,1.0041,23.489,21.361,23.778,20.78,2.029,2.086
"2024-01-02 - NYI 4, COL 5",2024-01-02,NYI,4,COL,5,Won,1.0,54.353,48.669,38.869,36.905,2.326,2.202,12.114,10.938,1.31,0.8949999999999999,7.846999999999999,7.858999999999999,30.74,27.44,0.277,0.217,11.085,11.448,14.646,12.937,0.71,1.086,6.876,5.51,0.9885,26.196,26.719,23.884,25.908,2.451,2.426,1.0,41.541,47.205,30.383,32.907,1.6939999999999995,2.162,8.886,8.751000000000001,0.884,1.173,6.334999999999999,5.813000000000001,23.49,26.225,0.21,0.319,9.285,9.186,10.087,14.389,0.599,0.6809999999999999,4.0440000000000005,6.598999999999999,1.0191,20.592,18.949,23.071,22.761000000000003,1.851,1.889
"2024-01-02 - PHI 2, EDM 5",2024-01-02,PHI,2,EDM,5,Won,1.0,49.173,45.872,31.870000000000005,35.214,1.44,2.45,8.461,9.532,1.0530000000000002,1.543,4.924,6.567,28.281,26.9,0.177,0.2779999999999999,10.472,11.664,14.326,11.864,0.195,0.621,4.555,4.807,1.032,21.174,22.863,21.33,24.32,1.984,2.0940000000000003,1.0,41.394,54.464,28.794,39.790000000000006,1.7130000000000003,3.013,7.81,13.071000000000002,0.8160000000000001,1.6350000000000002,5.35,8.265,22.976,27.237,0.2,0.329,9.683,9.639,11.365,17.372999999999998,0.701,1.037,4.26,7.870999999999999,1.0242,20.514000000000003,19.248,30.393,27.701,1.858,2.836
"2024-01-02 - OTT 3, VAN 6",2024-01-02,OTT,3,VAN,6,Won,1.0,50.445,43.481,36.119,30.938,2.463,2.321,9.524,8.734,1.1940000000000002,1.515,6.014,6.161,29.989000000000004,23.999,0.39,0.509,11.145,9.619,15.329,10.263,0.8729999999999999,0.299,7.569,4.515,1.0096,25.426,24.917,19.006,21.6,2.115,1.835,4.0,41.918,40.11,30.453,29.446,2.018,3.08,9.144,8.362,1.425,1.959,6.734999999999999,5.424,25.784,23.483,0.0,0.105,8.936,9.183,9.996,10.94,0.616,0.997,4.819999999999999,4.561999999999999,1.0523,20.964,19.158,19.291,20.365,2.003,1.816
"2024-01-02 - TOR 3, LA 0",2024-01-02,TOR,3,LA,0,Lost,2.0,46.958,47.767,33.730000000000004,34.547,2.037,2.3040000000000003,8.423,10.769,0.8620000000000001,1.404,5.551,7.596000000000001,24.277,27.787,0.483,0.503,9.725,9.980999999999998,14.267999999999995,13.832,0.694,0.392,6.242,5.9510000000000005,1.0045,22.626,22.813,24.595,24.624,2.0420000000000003,2.157,2.0,41.133,56.485,29.495,40.678,1.606,1.587,7.581,9.54,0.792,0.686,5.061,6.3740000000000006,22.453000000000003,34.169,0.094,0.312,8.562,13.792000000000002,11.877,15.323,0.712,0.584,4.758,6.074,0.9802,19.457,19.464,24.838,27.675,2.0010000000000003,2.444
"2024-01-02 - DET 5, SJ 3",2024-01-02,DET,5,SJ,3,Lost,1.0,53.227,40.344,40.135000000000005,28.241000000000003,3.2019999999999995,2.169,10.124,6.234,1.8,0.917,7.19,3.97,32.31699999999999,24.384,0.595,0.5599999999999999,12.31,8.791,15.163,11.511,0.799,0.6960000000000001,6.94,4.801,0.9899,27.321,25.191000000000003,17.825,18.879,2.281,1.6949999999999998,1.0,57.336,40.364,40.064,28.585,2.924,0.9990000000000002,11.143,8.151,1.208,0.392,6.417,5.241,30.916000000000004,23.261,0.313,0.2,11.529,9.273,18.801,9.48,1.38,0.415,6.88,4.3340000000000005,0.9284,25.672,29.758000000000003,17.669,19.549,2.505,1.806
"2024-01-03 - NJ 6, WSH 3",2024-01-03,NJ,6,WSH,3,Lost,3.0,44.184,48.117,31.841999999999995,32.958,2.337,2.09,8.777,9.463,1.538,1.092,5.7700000000000005,5.840999999999999,21.851,29.133,0.281,0.29,8.606,11.312,12.015,12.718,0.497,0.697,4.843,4.539,0.9878,21.691,20.76,22.227,22.364,1.999,2.172,0.0,51.403,43.464,38.281,30.969000000000005,2.232,1.406,10.379,8.342,1.354,0.498,7.062,4.543,28.693,24.718,0.408,0.5279999999999999,11.201,10.249,14.191,11.655,0.487,0.3969999999999999,5.429,5.405,0.9737,24.454,24.584,20.009,21.153,2.229,1.81
"2024-01-03 - TOR 2, ANA 1",2024-01-03,TOR,2,ANA,1,Lost,0.0,49.271,47.631,35.18,34.432,2.037,2.324,8.620999999999999,10.363,0.8620000000000001,1.425,5.6850000000000005,7.156999999999999,25.587,29.297000000000004,0.483,0.503,10.418,10.56,15.002,13.318,0.694,0.392,6.301,6.177999999999999,1.0049,23.499,23.741,23.695,24.745,2.16,2.122,2.0,47.847,38.5,34.371,29.33300000000001,2.252,1.611,11.039,7.922,0.725,0.6940000000000001,6.994999999999999,5.1,25.788,23.224,0.526,0.111,10.465,9.258,12.377,9.41,0.997,0.7969999999999999,5.693,4.054,0.9963999999999998,23.983,23.376,17.381,19.657000000000004,2.237,1.9170000000000005
"2024-01-04 - PIT 6, BOS 5",2024-01-04,PIT,6,BOS,5,Lost,1.0,45.515,50.964,32.173,34.833,1.994,2.016,9.603,9.62,1.3809999999999998,1.223,6.284000000000001,6.987,26.56,28.409,0.3279999999999999,0.094,9.133,10.363,12.165,14.942999999999998,0.303,0.689,4.481,5.604,0.9914,20.827,21.817,24.518,23.926,1.942,2.271,1.0,46.277,45.214000000000006,33.782,32.729,1.457,1.718,8.229000000000001,8.406,0.99,0.6910000000000001,4.872999999999999,5.332,29.160000000000004,24.973,0.088,0.499,10.877,10.415,12.756,12.419,0.39,0.503,5.666,5.284999999999999,1.0124,22.672000000000004,21.035,20.803,23.026,2.079,1.967
"2024-01-04 - BUF 6, MTL 1",2024-01-04,BUF,6,MTL,1,Lost,3.0,44.499,51.348,31.785,38.281,1.6809999999999998,2.454,9.353,9.986,1.087,0.981,6.220000000000001,6.733,23.014000000000003,30.3,0.402,0.3829999999999999,8.919,12.113,13.699000000000002,15.188,0.204,1.102,5.562,8.004999999999999,1.0117,21.393,22.992,25.272,27.585,1.993,2.442,1.0,49.666,46.147,32.086,33.761,1.846,2.134,9.116,9.936,0.984,1.423,5.641,6.388,26.458,27.04,0.089,0.0,9.831,10.44,13.773,10.364999999999998,0.773,0.615,5.376,4.242,1.0126,21.686,22.912,20.3,22.262,2.135,2.057
"2024-01-04 - CHI 1, NYR 4",2024-01-04,CHI,1,NYR,4,Won,1.0,58.588,39.341,40.918,28.685,3.059,1.404,13.142,5.884,1.5870000000000002,0.91,7.303,4.102,33.845,24.798,0.595,0.093,12.853,8.98,14.255999999999997,10.529,0.8870000000000001,0.398,6.42,4.621,0.9679,27.836,27.385,16.506999999999998,18.369,2.54,1.465,1.0,48.409,45.688,35.265,33.962,2.3560000000000003,2.083,9.444,8.722,1.044,0.7050000000000001,6.023000000000001,6.013,28.424,23.328,0.423,0.396,10.798,9.503,13.121,14.155,0.906,1.0,5.767,7.470000000000001,0.984,23.851,22.619,22.93,24.521,2.144,2.079
"2024-01-04 - CBJ 3, PHI 2",2024-01-04,CBJ,3,PHI,2,Lost,1.0,51.95,43.486,36.065,30.072,2.535,2.0520000000000005,10.053,7.526000000000001,1.023,1.1960000000000002,6.878,5.103,29.33,25.379,0.422,0.282,11.813,8.942,15.99,11.708000000000002,1.079,0.585,6.866,4.934,1.0144,26.689,25.918,19.355,20.057,2.31,1.6830000000000005,1.0,48.936,43.712,32.190000000000005,33.572,1.637,2.335,8.829,9.415,1.155,1.539,5.161,6.589,27.675,25.287,0.177,0.2779999999999999,10.224999999999998,11.512,14.687,11.384,0.29,0.525,5.087999999999999,4.759,1.0235,21.867,23.54,20.764,23.855,2.025,2.094
"2024-01-04 - COL 5, DAL 4",2024-01-04,COL,5,DAL,4,Lost,1.0,40.224,47.795,28.945,33.367999999999995,1.595,1.975,7.932,8.667,0.783,0.8949999999999999,5.501,5.446,22.535,27.29,0.321,0.319,9.053,9.583,9.366,13.947,0.494,0.7769999999999999,3.841,6.700999999999999,1.0116999999999998,19.791,17.278,22.539,22.767000000000003,1.666,1.919,1.0,42.291,52.694,30.397,36.899,2.1450000000000005,2.551,6.055,8.859,1.037,1.375,4.298,5.754,27.261,29.651,0.306,0.295,10.355999999999998,11.773,11.301,16.084,0.8239999999999998,0.8739999999999999,5.864,7.116,0.9896,21.197,17.415,25.005000000000003,26.008000000000003,1.648,2.139
"2024-01-04 - TB 4, MIN 1",2024-01-04,TB,4,MIN,1,Lost,1.0,49.043,48.561,34.193,32.744,2.128,2.084,9.757,8.52,0.906,1.001,6.645999999999999,5.042,26.783,28.44,0.412,0.519,10.978,10.363,13.736,12.536,0.697,0.595,5.505999999999999,4.929,1.0085,24.154,23.485000000000003,21.116,21.157,2.326,1.966,1.0,44.592,45.434000000000005,32.529999999999994,29.906,1.385,1.586,7.041,8.517,0.792,1.3039999999999998,4.814,5.68,28.777,24.907,0.19,0.0,11.514,8.561,11.633,13.523,0.396,0.284,5.093999999999999,5.57,1.016,22.754,18.659,22.068,20.448,1.748,1.793
"2024-01-04 - CGY 6, NSH 3",2024-01-04,CGY,6,NSH,3,Lost,1.0,49.226,46.159000000000006,31.492,33.217,1.735,1.7220000000000002,8.547,7.335000000000001,1.044,0.513,5.6240000000000006,5.675,27.218,28.636,0.095,0.716,11.019000000000002,11.767,14.492,13.298000000000002,0.5900000000000001,0.498,5.085,5.825,1.0016,23.014,23.067,20.58,24.121,1.9360000000000004,1.866,1.0,46.862,49.766,33.51199999999999,34.434,2.014,1.594,8.75,10.043,1.134,1.193,5.211,6.441,28.454,29.637,0.2,0.0,10.599,10.815,12.686,14.552,0.693,0.417,5.654999999999999,5.826,0.9836,22.475,21.48,24.578,23.45,2.031,2.117
