Game,Date,AwayTeam,AwayScore,HomeTeam,HomeScore,HomeResult,a_days_of_rest,a_CA,a_CF,a_FA,a_FF,a_GA,a_GF,a_HDCA,a_HDCF,a_HDGA,a_HDGF,a_HDSA,a_HDSF,a_LDCA,a_LDCF,a_LDGA,a_LDGF,a_LDSA,a_LDSF,a_MDCA,a_MDCF,a_MDGA,a_MDGF,a_MDSA,a_MDSF,a_PDO,a_SA,a_SCA,a_SCF,a_SF,a_xGA,a_xGF,h_days_of_rest,h_CA,h_CF,h_FA,h_FF,h_GA,h_GF,h_HDCA,h_HDCF,h_HDGA,h_HDGF,h_HDSA,h_HDSF,h_LDCA,h_LDCF,h_LDGA,h_LDGF,h_LDSA,h_LDSF,h_MDCA,h_MDCF,h_MDGA,h_MDGF,h_MDSA,h_MDSF,h_PDO,h_SA,h_SCA,h_SCF,h_SF,h_xGA,h_xGF
"2022-11-17 - NJ 3, TOR 2",2022-11-17,NJ,3,TOR,2,Lost,1.0,38.178,55.92100000000001,29.056,41.737,1.059,2.9210000000000003,7.266,10.012,0.651,1.209,4.915,7.052,20.583,29.068,0.105,0.591,8.347,12.275,10.665,17.509,0.301,1.123,4.837000000000001,9.517,1.0456,19.983,18.065,27.435,30.215,1.718,2.528,1.0,42.097,46.387,31.759000000000004,35.373999999999995,1.494,2.096,8.113,11.136,0.98,1.329,5.775,6.806,18.316,19.899,0.0,0.384,7.967,11.055,12.603,13.235,0.512,0.403,5.908,5.609,1.015,21.698,20.774,24.343,24.295,1.779,2.304
"2022-11-17 - PHI 1, BOS 4",2022-11-17,PHI,1,BOS,4,Won,1.0,51.589,42.52,36.792,31.746,1.905,1.773,9.889,8.208,0.899,0.984,5.423,5.563000000000001,21.613000000000003,19.228,0.407,0.089,10.247,10.381,15.43,9.97,0.605,0.702,7.409999999999999,5.934,0.9974,24.663,25.271,18.23,23.794,2.306,1.7990000000000002,3.0,41.146,40.819,30.502,31.000000000000007,1.072,1.932,8.41,8.238000000000001,0.5810000000000001,0.829,6.242,5.325,19.126,17.692,0.212,0.495,9.696000000000002,10.643,10.966,13.298999999999998,0.294,0.599,5.283,6.326,1.0362,22.547,19.476,21.464,23.062,1.814,1.834
"2022-11-17 - ANA 2, WPG 3",2022-11-17,ANA,2,WPG,3,Won,1.0,52.21900000000001,42.06699999999999,39.878,31.798,2.4040000000000004,1.974,13.178,7.124,1.119,0.992,10.474,5.472,22.682,19.357,0.687,0.184,11.95,9.443,13.772,12.219,0.5860000000000001,0.8049999999999999,7.01,6.437,1.0057,30.633,26.831,19.457,23.584,2.71,1.6960000000000002,3.0,45.264,44.846,34.378,33.4,1.277,1.589,10.759,10.051,0.977,1.175,6.516,6.964,18.494,17.093,0.105,0.211,9.479,8.312999999999999,12.053,13.928999999999998,0.189,0.211,7.147999999999999,6.674,1.0185,24.547000000000004,22.808,23.983,23.374,2.285,2.197
"2022-11-17 - NYI 4, NSH 5",2022-11-17,NYI,4,NSH,5,Won,2.0,50.048,46.127,37.769,34.019,1.308,2.195,10.16,10.157,0.718,1.495,7.109999999999999,7.799000000000001,21.246,19.293,0.301,0.193,11.187,10.556,15.011,13.445,0.295,0.495,6.697,6.287,1.032,26.484,25.224,23.637,26.191000000000003,2.335,2.331,1.0,46.579,43.389,34.067,32.186,2.191,1.593,9.446,7.907000000000001,1.2,0.999,6.511,5.165,19.454,17.602,0.283,0.4819999999999999,9.74,9.598,13.604,14.449000000000002,0.683,0.1,6.726000000000001,6.243,0.9815000000000002,24.44,23.007,22.493,22.047000000000004,2.069,2.049
"2022-11-17 - PIT 6, MIN 4",2022-11-17,PIT,6,MIN,4,Lost,1.0,45.381,48.46,33.129,35.468,2.4650000000000003,1.811,9.007,9.988,1.6939999999999995,0.7949999999999999,6.706999999999999,6.563,17.129,21.563,0.579,0.4130000000000001,9.666,9.274,14.383,12.830000000000002,0.198,0.617,6.389000000000001,6.348999999999999,0.9811,24.387,23.448,22.916,24.181,2.073,2.341,1.0,41.76200000000001,46.186,31.959000000000003,35.059999999999995,1.274,1.332,6.102,9.577,0.613,0.912,4.422,6.488,21.958,21.42,0.284,0.093,10.983,9.363,11.581,11.476,0.3809999999999999,0.314,5.769,5.535,0.9944,22.338,17.741,20.975,23.689,1.658,2.0
"2022-11-17 - WSH 4, STL 5",2022-11-17,WSH,4,STL,5,Won,1.0,43.514,45.956,31.903,32.870000000000005,1.693,1.591,8.839,8.453,0.898,0.994,5.756,5.29,20.104,20.194,0.5119999999999999,0.0,10.545,8.304,12.285,13.991,0.307,0.5950000000000001,5.646,6.908,1.0075999999999998,23.103,21.156,22.445,22.392000000000003,2.039,1.98,0.0,50.586,43.773,38.59,34.893,2.504,1.91,9.453,9.936,1.713,0.903,5.988,7.095000000000001,24.045,18.498,0.3969999999999999,0.294,13.126,8.963000000000001,14.986,13.622,0.392,0.709,7.140000000000001,7.552,0.9795,27.43200000000001,24.444,23.592,25.152,2.213,2.371
"2022-11-17 - ARI 1, VGK 4",2022-11-17,ARI,1,VGK,4,Won,3.0,43.633,34.487,33.267,26.391,2.108,1.312,8.812999999999999,6.01,1.41,0.8089999999999999,5.548,4.013,18.723,15.167999999999996,0.183,0.1109999999999999,9.731,8.354000000000001,13.831,10.611,0.5149999999999999,0.4,6.882,4.565,0.9825000000000002,23.159,22.658,16.627000000000002,18.016,1.99,1.427,1.0,48.445,49.766,31.856,36.083,1.919,2.58,7.513,11.503,0.675,1.364,5.205,8.597,21.729,20.542,0.184,0.395,9.772,9.291999999999998,15.833999999999998,14.834,0.986,0.833,6.494999999999999,7.741,1.0156,23.155,23.505000000000003,26.301,27.394,1.856,2.4330000000000003
"2022-11-17 - NYR 2, SEA 3",2022-11-17,NYR,2,SEA,3,Won,3.0,39.36,45.511,28.02,34.292,1.88,1.925,7.458000000000001,10.303,1.093,1.02,5.005,6.624,16.931,16.478,0.105,0.328,9.714,9.317,12.127,15.395999999999995,0.6839999999999999,0.604,5.287000000000001,7.413000000000001,0.9985,20.811,19.544,25.695,24.344,1.656,2.31,3.0,41.078,43.06,29.613,31.821,1.377,2.6090000000000004,7.205,7.471999999999999,0.616,1.505,4.813,5.487,15.955000000000002,18.614,0.178,0.2779999999999999,7.225,8.774,14.208000000000002,12.422,0.58,0.806,6.369999999999999,6.1770000000000005,1.0526,19.663,21.546,19.862,21.808,1.866,1.863
"2022-11-17 - DET 7, SJ 4",2022-11-17,DET,7,SJ,4,Lost,1.0,49.314,36.093,34.924,27.065999999999995,2.128,1.269,7.948,6.321,0.8210000000000001,0.493,5.586,4.812,23.41,17.588,0.418,0.107,10.887,8.725,15.628,9.408,0.902,0.696,8.184,4.782000000000001,0.9906,26.049,23.472,15.844,19.669,1.907,1.476,1.0,48.971,47.124,37.33200000000001,35.132,2.825,2.35,9.609,9.6,1.027,1.015,6.221,7.328,26.347,25.215,0.489,0.639,9.18,9.774,16.008000000000003,15.505,1.336,0.687,8.16,8.334999999999999,0.9828,25.255000000000003,25.585,25.169,26.748,2.205,2.318
"2022-11-18 - LA 1, VAN 4",2022-11-18,LA,1,VAN,4,Won,1.0,42.182,46.853,28.98,34.32600000000001,1.469,1.89,8.206,8.421000000000001,1.068,0.995,5.198,6.225,22.598,27.518,0.105,0.217,7.43,11.098,10.974,12.541,0.283,0.6849999999999999,5.764,5.709999999999999,1.0236999999999998,19.856,19.254,20.917,23.965,1.656,2.022,2.0,47.326,40.721,36.219,31.983000000000004,2.243,2.238,8.43,9.847,0.969,1.519,6.255,7.968999999999999,22.749,16.985,0.572,0.3,12.553,9.677,13.772,12.128,0.708,0.411,6.492,6.054,1.0008,26.894,22.221,21.96,24.942,2.1740000000000004,2.049
"2022-11-19 - NJ 5, OTT 1",2022-11-19,NJ,5,OTT,1,Lost,1.0,38.75000000000001,54.258,29.387,40.394,0.873,2.708,7.119999999999999,9.909,0.466,1.097,4.590999999999999,6.923,20.880000000000003,28.231,0.105,0.479,8.677,11.286,11.355999999999998,17.708000000000002,0.301,1.122,5.317,9.495,1.0552,20.446,18.601,27.527,28.905,1.719,2.5620000000000003,2.0,47.083000000000006,45.397000000000006,35.946,32.683,2.207,1.757,9.974,9.325,1.201,0.877,6.875,6.061999999999999,19.143,17.925,0.5890000000000001,0.482,10.468,9.531,13.897,13.603,0.407,0.2969999999999999,8.033,5.27,1.0058,27.857,23.802,23.039,22.466,2.347,2.151
"2022-11-19 - CGY 5, FLA 4",2022-11-19,CGY,5,FLA,4,Lost,1.0,38.822,50.99,28.002,38.019,2.2,1.941,8.008999999999999,9.644,1.115,1.335,5.2,7.186,16.449,25.038,0.39,0.194,6.461,12.845,12.32,12.913999999999998,0.708,0.387,6.536,6.567,0.9544,19.359,20.364,22.641,28.778,1.867,2.194,1.0,40.103,57.226,30.113,42.126,1.983,2.003,9.391000000000002,12.203,0.8079999999999998,1.183,7.086,7.899000000000001,18.962,26.71,0.766,0.516,8.869,14.421,9.752,16.378,0.3969999999999999,0.305,5.134,8.332,0.9712,22.29,19.212,28.548,31.996,1.988,2.6450000000000005
"2022-11-19 - BUF 2, TOR 5",2022-11-19,BUF,2,TOR,5,Won,2.0,37.873000000000005,46.010000000000005,29.998,33.881,2.664,1.941,9.544,8.879000000000001,1.4480000000000002,0.958,7.266,6.337,15.470000000000002,20.131,0.416,0.29,8.665000000000001,10.077000000000002,11.6,14.637,0.8089999999999999,0.7140000000000001,6.101999999999999,6.913999999999999,0.9575,23.025,21.028,23.669000000000004,24.703,1.981,2.022,1.0,43.067,46.413,32.678,35.02,1.607,1.893,8.622,10.977,0.987,1.225,6.149000000000001,6.685999999999998,18.546,19.951,0.0,0.384,8.087,11.225,12.612,13.14,0.6170000000000001,0.297,5.856,5.475,1.0017,22.024,21.296,24.082,24.209,1.899,2.265
"2022-11-19 - CHI 1, BOS 6",2022-11-19,CHI,1,BOS,6,Won,2.0,53.044,33.42700000000001,40.159000000000006,25.754,2.045,1.27,10.065,6.489,1.011,0.976,7.791000000000001,4.827,24.18,15.467,0.111,0.2,12.871,7.988000000000001,16.46,9.079,0.917,0.095,7.308000000000002,4.787999999999999,0.9901,29.769000000000005,26.423,15.604000000000005,18.971,2.467,1.505,1.0,40.982,42.559000000000005,30.662,31.612,0.971,2.031,8.512,8.443999999999999,0.4800000000000001,1.022,5.953,5.429,19.188,18.576,0.212,0.4,9.94,10.738,10.352,13.723,0.294,0.599,4.771,6.136,1.0447000000000002,22.232,18.95,22.086,23.176,1.799,1.838
"2022-11-19 - COL 4, WSH 0",2022-11-19,COL,4,WSH,0,Lost,1.0,45.773,48.571000000000005,35.123,35.54899999999999,1.4540000000000002,1.835,10.341,9.385000000000002,0.7590000000000001,1.029,7.572,6.953,20.385,21.556,0.392,0.2009999999999999,12.256000000000002,11.962,11.244,13.038999999999998,0.297,0.5890000000000001,5.943,6.611,1.0235,27.099,21.687,22.334,26.568,2.233,2.022,1.0,42.71,46.417,30.84,33.294000000000004,1.985,1.58,8.34,8.729000000000001,1.096,0.882,5.714,5.680000000000001,20.138,19.822,0.5119999999999999,0.0,10.21,8.346,12.121,14.326999999999998,0.4019999999999999,0.7010000000000001,5.575,6.720999999999999,0.9887,22.542,20.46,23.103,22.984,1.894,1.96
"2022-11-19 - DET 6, CBJ 1",2022-11-19,DET,6,CBJ,1,Lost,1.0,50.481,36.209,35.174,26.844,2.311,1.797,8.721,5.933,0.914,0.8099999999999999,5.746,4.525,23.481,17.946,0.5069999999999999,0.212,10.697,8.326,15.88,9.412,0.9,0.805,7.752000000000001,4.817,1.0141,25.7,24.533,15.444,19.005,1.908,1.37,1.0,56.21900000000001,41.93,41.04,30.285,3.042,2.279,10.175999999999998,7.172,1.6060000000000003,1.098,7.390000000000001,5.503,27.271000000000004,18.876,0.2,0.6180000000000001,13.919999999999998,9.783,16.414,12.813999999999998,1.215,0.586,7.636,6.379,0.9929,29.997000000000003,26.568,19.965,22.751,2.35,1.7739999999999998
"2022-11-19 - PHI 4, MTL 5",2022-11-19,PHI,4,MTL,5,Won,1.0,49.60000000000001,43.399,35.022,32.244,1.887,1.487,10.11,8.748000000000001,1.092,0.885,5.697,5.885,20.045,19.142,0.407,0.0,9.549,10.028,14.778000000000002,10.282,0.395,0.607,6.776999999999999,5.849,0.9806,23.616,24.82,19.082,23.895,2.2060000000000004,1.822,1.0,46.825,43.782,34.91799999999999,33.214,2.3880000000000003,2.504,9.650000000000002,8.91,1.379,1.0219999999999998,7.106999999999999,6.465999999999999,18.276,18.723,0.2779999999999999,0.594,9.462,11.902,14.41,12.418,0.7050000000000001,0.8949999999999999,7.453,6.11,1.0067,25.284,24.064,21.403,26.184000000000005,2.149,2.031
"2022-11-19 - PIT 3, WPG 0",2022-11-19,PIT,3,WPG,0,Lost,1.0,43.31,48.012,32.125,34.568,2.452,2.132,8.154,9.667,1.593,0.7949999999999999,6.178999999999999,6.628,16.695999999999998,21.489,0.472,0.518,9.721,9.319,14.622,12.357,0.3969999999999999,0.825,6.343,5.917,0.9925,23.552,22.842,22.071,23.805,1.992,2.257,1.0,43.844,45.43599999999999,33.727999999999994,33.695,1.2719999999999998,1.684,10.855,10.446,1.0779999999999998,1.175,6.837999999999999,7.0760000000000005,17.543,16.473,0.0,0.211,9.611,7.491,11.421,14.614,0.189,0.306,6.728999999999999,7.640000000000001,1.0222,24.668,22.262,25.062,23.528,2.264,2.275
"2022-11-19 - ANA 2, STL 6",2022-11-19,ANA,2,STL,6,Won,1.0,51.20399999999999,43.569,39.7,33.589,2.386,1.888,13.281,8.248,1.213,1.093,10.546,6.243,21.487,19.495,0.4880000000000001,0.089,11.294,9.828,14.153,12.348,0.6809999999999999,0.7090000000000001,7.718000000000001,6.377999999999999,0.9962,30.662,27.34,20.69,24.891,2.752,1.847,1.0,50.524,42.771,38.96,33.56699999999999,2.328,2.096,10.084,9.617,1.532,0.995,6.9,7.089,23.148,18.793,0.3019999999999999,0.294,12.314000000000002,8.926,15.304000000000002,12.856,0.4979999999999999,0.8039999999999999,7.029999999999999,6.840999999999999,0.9984,27.586,25.433,22.485,24.184,2.233,2.273
"2022-11-19 - CAR 1, MIN 2",2022-11-19,CAR,1,MIN,2,Won,1.0,28.899,49.17,23.017000000000003,36.981,1.4069999999999998,1.991,8.562,10.786,0.898,0.6890000000000001,5.904,7.389,11.526,22.773000000000003,0.106,0.294,5.824,11.178999999999998,6.8420000000000005,13.399,0.41,0.99,3.361,6.106,0.9932,15.913,15.433000000000002,24.18,25.289,1.513,2.255,1.0,41.584,44.827000000000005,31.801000000000005,33.616,1.501,1.398,6.065,9.279,0.613,0.8979999999999999,4.513999999999999,6.122,21.836,20.996,0.3889999999999999,0.093,10.694,9.218,10.959,11.091,0.4939999999999999,0.409,5.732,5.026999999999999,0.9924000000000002,22.317,17.036,20.327,22.341,1.628,1.928
"2022-11-19 - NYI 2, DAL 5",2022-11-19,NYI,2,DAL,5,Won,1.0,48.676,45.849,37.466,33.609,1.509,1.969,10.363,9.529,0.911,1.3809999999999998,7.469999999999999,7.4,20.524,18.903,0.318,0.287,10.957,9.976,14.616000000000003,14.252,0.295,0.293,6.849000000000001,6.334,1.0236,26.757,24.979,23.880000000000003,25.038,2.405,2.2380000000000004,1.0,42.106,48.364,32.25,35.334,2.0610000000000004,2.976,10.084,10.021,1.459,1.6509999999999998,7.353,6.578999999999999,18.475,21.953,0.1109999999999999,0.333,9.563,9.955,11.024,13.446000000000002,0.5050000000000001,1.006,5.547,6.935,1.0218,23.317,21.223000000000003,23.372,25.198,2.102,2.173
"2022-11-19 - TB 3, NSH 2",2022-11-19,TB,3,NSH,2,Lost,1.0,41.82600000000001,42.831,29.889,31.184999999999995,1.7939999999999998,2.337,8.219,10.660999999999998,0.908,1.0530000000000002,5.497999999999999,7.113,20.203,21.288,0.184,0.6950000000000001,8.318999999999999,8.151,14.855,13.011,0.702,0.591,6.132,5.573,0.996,21.225,23.173,23.667,21.966,1.877,2.1740000000000004,1.0,46.469,43.332,34.028,32.495,2.176,1.979,9.448,7.853999999999999,1.298,1.284,6.63,5.348000000000001,18.589,17.173,0.377,0.588,8.965,9.499,14.226,14.744,0.481,0.1,6.964,6.502,0.993,23.919,23.706,22.67,22.469,2.0740000000000003,2.13
"2022-11-19 - LA 2, SEA 3",2022-11-19,LA,2,SEA,3,Won,0.0,43.289,48.16,29.05,35.846,1.66,1.793,7.745999999999999,8.831,1.06,1.0,5.267,6.718999999999999,24.473,27.562,0.105,0.217,7.904000000000001,11.03,11.118,13.761,0.472,0.591,5.958,6.391,1.0097,20.487,18.91,22.59,25.122,1.593,2.134,1.0,41.485,42.912,29.85,32.236000000000004,1.19,2.378,7.403999999999999,8.547999999999998,0.616,1.298,4.875,6.218,16.508000000000003,18.172000000000004,0.178,0.3729999999999999,7.833,8.66,13.666999999999998,11.724,0.3889999999999999,0.692,5.932,5.72,1.0548,19.925,21.195,20.261,21.790000000000003,1.917,1.936
"2022-11-19 - VGK 3, EDM 4",2022-11-19,VGK,3,EDM,4,Won,1.0,46.662,48.039,30.899,35.172999999999995,1.832,2.4560000000000004,7.479999999999999,11.294999999999998,0.583,1.453,4.961,8.734,19.74,19.54,0.278,0.395,9.385000000000002,9.535,15.266000000000002,13.351,0.891,0.616,6.536,6.803,1.0151,22.453,22.929,24.607,26.95,1.771,2.378,2.0,49.246,41.457,37.776,31.09,2.593,1.7919999999999998,11.196,9.735,1.073,0.7889999999999999,7.949000000000001,6.44,21.585,17.343,0.309,0.199,9.789,7.241,14.203,13.704000000000002,1.204,0.8,7.992,7.242999999999999,0.9839,27.374,25.474,23.469,21.835,2.431,1.919
"2022-11-19 - NYR 2, SJ 1",2022-11-19,NYR,2,SJ,1,Lost,1.0,39.978,44.133,29.083,32.783,1.777,1.925,8.182,9.485,0.994,1.02,5.558000000000001,5.801,16.954,16.164,0.2,0.328,9.568,9.354,11.885,14.999,0.587,0.604,5.174,7.115,1.0038,21.125,20.053,24.483,23.184,1.7549999999999997,2.141,1.0,47.057,46.1,35.944,34.808,3.034,2.539,9.085,10.412,1.238,1.016,5.916,7.328999999999999,25.099,23.03,0.594,0.7280000000000001,8.775,9.411,15.257,15.261999999999995,1.232,0.7819999999999999,7.535000000000001,8.151,0.9701,23.907,24.315999999999995,25.741,26.113,2.103,2.275
"2022-11-20 - FLA 3, CBJ 5",2022-11-20,FLA,3,CBJ,5,Won,0.0,42.241,54.706,31.419000000000004,40.357,2.016,2.072,9.565,11.979,0.8149999999999998,1.46,7.215999999999999,8.030000000000001,19.898,25.64,0.782,0.516,9.273,14.104,10.254,15.239,0.4059999999999999,0.095,5.175,7.580000000000001,0.9802,23.19,19.874,27.183,31.049,2.044,2.526,0.0,56.501,41.885000000000005,41.436,30.380000000000003,3.468,1.84,10.376,6.4030000000000005,1.7150000000000003,0.868,7.642,4.858,27.517000000000003,19.512,0.311,0.395,14.004,10.113,15.636,12.508,1.417,0.586,7.755,6.497,0.9589,30.867,25.943,18.924,22.566,2.443,1.7310000000000003
"2022-11-20 - PIT 5, CHI 3",2022-11-20,PIT,5,CHI,3,Lost,0.0,43.745,48.559000000000005,32.656,35.723,2.259,2.345,8.102,10.23,1.4,0.7949999999999999,5.9430000000000005,6.864999999999999,17.310000000000002,20.967,0.472,0.623,10.317000000000002,8.956999999999999,14.553999999999998,12.346,0.3969999999999999,0.929,6.319,6.244999999999999,1.008,23.764,22.741000000000003,22.593,24.257,1.9,2.3150000000000004,0.0,55.897000000000006,33.498000000000005,42.459,25.527,2.13,0.991,11.257,6.135,1.11,0.698,8.6,4.366999999999999,24.753,15.508,0.323,0.2,12.988,7.831,17.552,9.516,0.6990000000000001,0.095,8.019,4.885,0.9793,31.317,28.631,15.713,18.463,2.685,1.424
"2022-11-21 - BOS 5, TB 3",2022-11-21,BOS,5,TB,3,Lost,1.0,39.817,45.337,29.622,33.881,0.8699999999999999,2.2350000000000003,7.767,9.07,0.4800000000000001,1.121,5.324,5.853,19.095,19.706,0.212,0.612,10.022,11.089,9.92,14.8,0.192,0.505,4.476,6.662999999999999,1.0516,21.319,17.779,23.765,24.51,1.626,1.968,1.0,42.235,42.692,30.811,31.241000000000003,1.7009999999999998,2.2310000000000003,8.916,11.0,0.908,1.154,6.198,7.169,20.823,21.3,0.089,0.496,8.677,7.673999999999999,14.625,13.21,0.7010000000000001,0.591,5.953,6.158,1.0013,22.014,23.635,24.227,22.2,1.983,2.235
"2022-11-21 - CGY 5, PHI 2",2022-11-21,CGY,5,PHI,2,Lost,1.0,39.476,49.81,28.459000000000003,36.912,2.273,2.1659999999999995,7.891,9.077,1.286,1.347,5.021,6.743,18.145000000000003,24.567,0.296,0.299,7.559,12.55,11.606,12.635,0.708,0.491,5.9990000000000006,6.312,0.9616,19.755,19.527,21.779,28.011000000000003,1.849,2.1020000000000003,1.0,49.299,46.482000000000006,34.676,34.344,1.762,1.718,10.163,9.447,1.077,0.804,5.56,5.875000000000001,19.885,20.488,0.313,0.111,9.896,10.527,14.595999999999998,11.228,0.385,0.818,6.651000000000001,6.389,0.9908,23.618,24.718,20.707,24.888,2.207,2.0
"2022-11-21 - EDM 2, NJ 5",2022-11-21,EDM,2,NJ,5,Won,1.0,51.39,41.645,38.805,30.758,2.516,1.6669999999999998,10.971,10.687,0.8960000000000001,0.883,7.714,7.033,22.315,17.490999999999996,0.309,0.288,9.935,6.8260000000000005,15.674,12.754,1.31,0.484,8.508,6.612,0.9867,27.880000000000003,26.734,23.458,21.371,2.465,2.026,1.0,39.035,54.359,29.80700000000001,40.817,0.965,2.9210000000000003,7.115,10.398,0.557,1.312,4.706999999999999,7.115,21.311,28.275,0.105,0.479,8.646,11.063999999999998,11.819,17.584,0.301,1.122,5.549,9.991,1.0581,20.569,19.068,27.873,29.494,1.722,2.645
"2022-11-21 - CAR 3, WPG 4",2022-11-21,CAR,3,WPG,4,Won,1.0,30.352000000000004,50.096,23.851,37.448,1.31,1.783,8.357,10.05,0.711,0.5810000000000001,5.693,6.768000000000001,13.45,23.435,0.106,0.2,6.292,11.426,6.431,13.78,0.506,0.99,3.246,6.327,0.9898,15.93,14.825,23.819,25.167,1.517,2.163,1.0,44.057,43.586,34.45,32.756,1.485,1.392,10.89,9.941,1.0779999999999998,0.984,7.172,6.476000000000001,17.826,16.303,0.105,0.105,9.876,7.606999999999999,10.958,14.018,0.293,0.306,6.654000000000001,7.210000000000001,1.007,25.508000000000003,21.814,23.985000000000003,22.472,2.283,2.1420000000000003
"2022-11-21 - NYI 3, TOR 2",2022-11-21,NYI,3,TOR,2,Lost,1.0,47.971,44.513,36.747,31.918,1.674,1.7009999999999998,10.636,8.620999999999999,0.882,1.302,7.705,6.7010000000000005,19.926,18.773,0.318,0.199,9.911,9.603,14.196000000000002,13.365,0.485,0.198,6.808,5.897,1.0093,25.955,24.849,22.050000000000004,23.504,2.402,1.896,1.0,43.171,46.711,32.36300000000001,34.614999999999995,1.409,1.99,8.440000000000001,10.758,0.8880000000000001,1.219,6.25,6.779999999999999,18.481,20.354,0.0,0.384,8.174000000000001,11.252,13.029,12.889,0.523,0.391,5.555000000000001,5.673,1.0169,21.93,21.573,23.604,24.447,1.863,2.232
"2022-11-21 - ANA 1, STL 3",2022-11-21,ANA,1,STL,3,Won,1.0,50.845,43.771,39.528000000000006,33.398999999999994,2.679,1.888,13.203,8.652000000000001,1.211,1.093,10.751,6.237,20.86,19.398,0.4880000000000001,0.089,11.659,9.631,14.653,12.277,0.972,0.709,8.105,6.456,0.9896,31.619000000000007,27.754,21.026,24.659,2.771,1.845,1.0,51.624,42.81400000000001,38.834,33.437,1.913,2.398,10.139,9.41,1.22,0.903,6.856,7.429,23.699,17.857,0.3019999999999999,0.294,12.195,8.674000000000001,15.485,13.936000000000002,0.3939999999999999,1.193,7.372999999999999,7.281000000000001,1.0297,27.751000000000005,25.716,23.304,24.935,2.164,2.251
"2022-11-21 - ARI 3, NSH 4",2022-11-21,ARI,3,NSH,4,Won,3.0,43.825,35.806,33.442,26.97,2.129,1.091,8.991000000000001,6.16,1.5139999999999998,0.594,6.101000000000001,4.088,18.978,15.345,0.095,0.205,10.002,8.441,13.055,11.295,0.517,0.296,6.555,5.033,0.9671,23.865,22.033,17.491,18.619,1.9840000000000004,1.485,1.0,47.93,40.637,34.230000000000004,30.819,2.1710000000000003,1.6949999999999998,9.964,7.872999999999999,1.293,1.001,6.8340000000000005,5.781000000000001,19.879,16.712,0.377,0.493,8.806,8.934999999999999,14.193,13.419,0.481,0.195,7.154999999999999,5.627,0.9864,24.119,24.195,21.362,21.289,2.153,2.0450000000000004
"2022-11-21 - COL 3, DAL 2",2022-11-21,COL,3,DAL,2,Lost,1.0,46.532,47.894,35.51,36.319,1.359,2.048,10.175,10.297999999999998,0.6660000000000001,1.246,7.395999999999999,7.65,21.211,21.387,0.392,0.2009999999999999,12.813,11.867,11.24,12.454,0.297,0.5890000000000001,5.944,6.521000000000001,1.0354,27.575,21.519,22.645,26.868,2.212,2.167,1.0,42.059000000000005,47.958,32.144,35.289,2.1670000000000003,3.26,10.31,10.636,1.565,1.743,7.578,7.212999999999999,18.034,21.185,0.1109999999999999,0.333,9.501,9.411,10.768,13.18,0.5050000000000001,1.1960000000000002,5.454,6.821000000000001,1.0288,23.592,21.178,23.755000000000003,25.093,2.083,2.244
"2022-11-21 - OTT 1, SJ 5",2022-11-21,OTT,1,SJ,5,Won,1.0,46.675,44.440000000000005,35.253,32.553,2.207,1.7549999999999997,10.48,9.028,1.31,0.968,6.915000000000001,6.026,19.812,18.111,0.5890000000000001,0.482,10.178,9.064,13.417000000000002,13.459,0.303,0.2019999999999999,7.962999999999999,5.444999999999999,1.0052,27.437,23.818,22.588,22.233,2.3720000000000003,2.1,1.0,48.79600000000001,45.586,37.225,34.562,2.9370000000000003,2.4450000000000003,9.215,10.672,1.134,0.922,5.729,7.132000000000001,26.855,22.7,0.594,0.7280000000000001,9.651,9.260000000000002,15.724,14.897,1.231,0.782,8.07,7.542,0.9732,25.160000000000004,24.909,25.66,25.129,2.18,2.262
"2022-11-21 - VGK 5, VAN 4",2022-11-21,VGK,5,VAN,4,Lost,1.0,46.232,48.032,30.793,34.769,2.019,2.46,8.049000000000001,10.634,0.677,1.456,5.069999999999999,8.338,20.033,19.907,0.367,0.395,9.27,10.318,14.36,13.726,0.891,0.624,6.15,6.899000000000001,1.0028,21.967,22.554,24.363,27.287,1.852,2.378,2.0,47.382,42.236,36.726,32.881,2.0650000000000004,2.319,8.808,9.984,0.8870000000000001,1.403,6.606,8.026,21.839,18.199,0.483,0.3,11.708000000000002,9.849,14.601,12.706,0.708,0.6,7.098000000000001,6.537999999999999,1.0073,27.146,23.454,22.661,25.652,2.273000000000001,2.044
"2022-11-22 - BUF 7, MTL 2",2022-11-22,BUF,7,MTL,2,Lost,2.0,37.43,44.002,29.507,32.194,2.649,1.754,9.258,7.916000000000001,1.332,0.7729999999999999,6.781999999999999,5.718999999999999,15.95,19.443,0.416,0.29,8.679,9.536,11.329,14.428,0.903,0.7140000000000001,6.356,6.358,0.9509,22.617,20.485,22.498,22.969,1.93,1.85,2.0,47.759,42.895,35.149,32.322,2.716,2.3760000000000003,10.071000000000002,9.081,1.485,1.009,7.006,6.441,18.208,17.797,0.3,0.383,9.377,11.09,14.713,12.001,0.916,0.99,7.433,6.183,0.9922,25.068,24.764,21.188,25.325,2.241,2.022
