Game,Team,CF,CA,FF,FA,SF,SA,GF,GA,xGF,xGA,SCF,SCA,HDCF,HDCA,HDSF,HDSA,HDGF,HDGA,MDCF,MDCA,MDSF,MDSA,MDGF,MDGA,LDCF,LDCA,LDSF,LDSA,LDGF,LDGA,PDO
"2021-10-13 - VAN 2, EDM 3",VAN,38.03,50.97,28.44,34.3,24.56,28.34,1.01,0.94,1.71,2.37,17.29,27.54,8.27,11.54,8.18,10.74,0.0,0.94,8.96,16.18,6.07,7.96,0.0,0.0,17.13,18.62,9.28,7.43,0.94,0.0,1.008
"2021-10-13 - VAN 2, EDM 3",EDM,50.97,38.03,34.3,28.44,28.34,24.56,0.94,1.01,2.37,1.71,27.54,17.29,11.54,8.27,10.74,8.18,0.94,0.0,16.18,8.96,7.96,6.07,0.0,0.0,18.62,17.13,7.43,9.28,0.0,0.94,0.992
"2021-10-13 - WPG 1, ANA 4",WPG,37.99,22.46,28.97,18.87,17.73,12.65,1.01,1.93,1.57,1.2,15.59,12.05,3.96,6.95,1.93,5.06,0.0,0.99,11.3,5.13,7.85,3.06,0.0,0.95,18.42,8.9,7.0,4.55,0.93,0.0,0.904
"2021-10-13 - WPG 1, ANA 4",ANA,22.46,37.99,18.87,28.97,12.65,17.73,1.93,1.01,1.2,1.57,12.05,15.59,6.95,3.96,5.06,1.93,0.99,0.0,5.13,11.3,3.06,7.85,0.95,0.0,8.9,18.42,4.55,7.0,0.0,0.93,1.096
"2021-10-14 - MTL 1, BUF 5",MTL,33.02,43.05,24.33,36.0,20.64,23.16,1.01,1.97,0.64,1.59,8.72,17.5,1.97,7.04,1.94,6.09,0.0,0.96,6.57,10.63,2.98,6.17,1.02,0.94,23.32,25.02,14.99,10.93,0.0,0.0,0.964
"2021-10-14 - MTL 1, BUF 5",BUF,43.05,33.02,36.0,24.33,23.16,20.64,1.97,1.01,1.59,0.64,17.5,8.72,7.04,1.97,6.09,1.94,0.96,0.0,10.63,6.57,6.17,2.98,0.94,1.02,25.02,23.32,10.93,14.99,0.0,0.0,1.036
"2021-10-14 - TOR 2, OTT 3",TOR,46.47,59.64,38.86,45.19,31.37,32.43,0.0,1.93,2.79,3.39,26.54,38.99,16.05,16.06,13.8,11.23,0.0,0.94,10.4,23.26,4.89,10.29,0.0,0.98,16.24,16.94,10.0,10.54,0.0,0.0,0.941
"2021-10-14 - TOR 2, OTT 3",OTT,59.64,46.47,45.19,38.86,32.43,31.37,1.93,0.0,3.39,2.79,38.99,26.54,16.06,16.05,11.23,13.8,0.94,0.0,23.26,10.4,10.29,4.89,0.98,0.0,16.94,16.24,10.54,10.0,0.0,0.0,1.059
"2021-10-14 - TB 7, DET 6",TB,40.06,25.05,34.74,19.65,27.98,16.55,2.01,3.9,2.3,1.76,23.82,14.18,13.13,5.99,9.02,4.02,1.02,2.87,10.64,8.23,7.89,4.99,1.0,0.94,19.81,14.57,9.31,6.39,0.0,0.0,0.836
"2021-10-14 - TB 7, DET 6",DET,25.05,40.06,19.65,34.74,16.55,27.98,3.9,2.01,1.76,2.3,14.18,23.82,5.99,13.13,4.02,9.02,2.87,1.02,8.23,10.64,4.99,7.89,0.94,1.0,14.57,19.81,6.39,9.31,0.0,0.0,1.164
"2021-10-14 - PIT 4, FLA 5",PIT,45.71,44.74,32.65,35.55,23.65,28.53,2.13,3.81,2.27,2.07,21.01,25.12,9.56,9.48,6.44,6.61,2.14,2.85,11.5,15.77,5.09,11.77,0.0,1.03,23.9,16.24,11.28,9.01,0.0,0.0,0.957
"2021-10-14 - PIT 4, FLA 5",FLA,44.74,45.71,35.55,32.65,28.53,23.65,3.81,2.13,2.07,2.27,25.12,21.01,9.48,9.56,6.61,6.44,2.85,2.14,15.77,11.5,11.77,5.09,1.03,0.0,16.24,23.9,9.01,11.28,0.0,0.0,1.043
"2021-10-14 - DAL 3, NYR 2",DAL,40.76,53.27,29.16,36.51,19.79,24.31,1.06,1.87,1.62,2.25,22.3,24.08,11.77,7.19,6.38,7.23,1.06,0.92,10.68,16.89,4.2,6.69,0.0,1.03,15.44,22.71,8.2,9.29,0.0,0.0,0.976
"2021-10-14 - DAL 3, NYR 2",NYR,53.27,40.76,36.51,29.16,24.31,19.79,1.87,1.06,2.25,1.62,24.08,22.3,7.19,11.77,7.23,6.38,0.92,1.06,16.89,10.68,6.69,4.2,1.03,0.0,22.71,15.44,9.29,8.2,0.0,0.0,1.024
"2021-10-14 - NYI 3, CAR 6",NYI,40.37,60.6,31.01,42.87,22.35,30.46,3.08,3.8,2.96,2.6,24.0,32.5,16.13,11.68,9.94,9.79,3.1,1.91,7.91,21.05,2.01,7.9,0.0,1.9,15.19,23.37,10.37,12.8,0.0,0.0,1.013
"2021-10-14 - NYI 3, CAR 6",CAR,60.6,40.37,42.87,31.01,30.46,22.35,3.8,3.08,2.6,2.96,32.5,24.0,11.68,16.13,9.79,9.94,1.91,3.1,21.05,7.91,7.9,2.01,1.9,0.0,23.37,15.19,12.8,10.37,0.0,0.0,0.987
"2021-10-14 - ARI 2, CBJ 8",ARI,56.46,39.15,43.26,30.93,28.61,23.47,1.0,4.92,2.66,1.43,36.2,18.65,13.68,3.0,11.55,3.04,0.0,0.94,22.0,16.09,8.71,7.23,0.0,1.0,21.15,17.58,7.77,12.33,0.94,3.19,0.826
"2021-10-14 - ARI 2, CBJ 8",CBJ,39.15,56.46,30.93,43.26,23.47,28.61,4.92,1.0,1.43,2.66,18.65,36.2,3.0,13.68,3.04,11.55,0.94,0.0,16.09,22.0,7.23,8.71,1.0,0.0,17.58,21.15,12.33,7.77,3.19,0.94,1.174
"2021-10-14 - SEA 4, NSH 3",SEA,34.68,34.71,25.04,24.86,21.86,19.44,1.06,1.89,1.11,1.64,16.07,19.08,5.53,6.2,5.51,6.23,1.06,1.87,10.56,12.71,5.13,6.57,0.0,0.0,14.22,12.2,10.12,4.85,0.0,0.0,0.951
"2021-10-14 - SEA 4, NSH 3",NSH,34.71,34.68,24.86,25.04,19.44,21.86,1.89,1.06,1.64,1.11,19.08,16.07,6.2,5.53,6.23,5.51,1.87,1.06,12.71,10.56,6.57,5.13,0.0,0.0,12.2,14.22,4.85,10.12,0.0,0.0,1.049
"2021-10-14 - VGK 2, LA 6",VGK,39.35,79.81,29.27,59.92,23.74,43.97,2.06,3.89,1.9,3.45,25.92,32.9,9.23,14.44,6.2,12.5,1.02,2.89,16.4,18.62,9.01,7.19,1.05,0.98,14.27,36.76,8.55,22.35,0.0,0.0,0.998
"2021-10-14 - VGK 2, LA 6",LA,79.81,39.35,59.92,29.27,43.97,23.74,3.89,2.06,3.45,1.9,32.9,25.92,14.44,9.23,12.5,6.2,2.89,1.02,18.62,16.4,7.19,9.01,0.98,1.05,36.76,14.27,22.35,8.55,0.0,0.0,1.002
"2021-10-15 - CHI 3, NJ 4",CHI,32.21,46.39,23.73,38.74,16.84,24.44,0.0,2.88,1.36,2.48,20.27,28.82,8.26,11.9,7.11,8.07,0.0,1.93,11.9,17.09,2.03,8.85,0.0,0.95,12.48,16.68,7.69,7.32,0.0,0.0,0.882
"2021-10-15 - CHI 3, NJ 4",NJ,46.39,32.21,38.74,23.73,24.44,16.84,2.88,0.0,2.48,1.36,28.82,20.27,11.9,8.26,8.07,7.11,1.93,0.0,17.09,11.9,8.85,2.03,0.95,0.0,16.68,12.48,7.32,7.69,0.0,0.0,1.118
"2021-10-15 - VAN 5, PHI 4",VAN,48.39,42.46,33.18,31.33,28.85,19.93,2.09,1.89,1.68,1.68,24.83,16.9,6.52,5.73,4.23,3.89,1.08,0.93,18.46,11.07,7.44,4.68,1.06,0.0,19.2,23.86,14.1,10.48,0.0,0.95,0.977
"2021-10-15 - VAN 5, PHI 4",PHI,42.46,48.39,31.33,33.18,19.93,28.85,1.89,2.09,1.68,1.68,16.9,24.83,5.73,6.52,3.89,4.23,0.93,1.08,11.07,18.46,4.68,7.44,0.0,1.06,23.86,19.2,10.48,14.1,0.95,0.0,1.023
"2021-10-15 - MIN 2, ANA 1",MIN,60.65,34.56,47.57,24.67,32.33,15.87,1.06,0.0,2.82,0.96,26.89,13.43,10.4,3.86,7.13,3.91,1.06,0.0,16.38,9.66,9.21,3.89,0.0,0.0,30.01,18.99,14.94,6.1,0.0,0.0,1.033
"2021-10-15 - MIN 2, ANA 1",ANA,34.56,60.65,24.67,47.57,15.87,32.33,0.0,1.06,0.96,2.82,13.43,26.89,3.86,10.4,3.91,7.13,0.0,1.06,9.66,16.38,3.89,9.21,0.0,0.0,18.99,30.01,6.1,14.94,0.0,0.0,0.967
"2021-10-16 - DAL 1, BOS 3",DAL,24.97,43.27,22.1,36.82,16.07,31.92,1.01,0.94,1.4,1.4,13.36,16.65,3.13,2.93,3.1,2.96,0.0,0.94,10.11,13.92,7.12,9.79,1.06,0.0,10.82,26.36,4.89,19.46,0.0,0.0,1.033
"2021-10-16 - DAL 1, BOS 3",BOS,43.27,24.97,36.82,22.1,31.92,16.07,0.94,1.01,1.4,1.4,16.65,13.36,2.93,3.13,2.96,3.1,0.94,0.0,13.92,10.11,9.79,7.12,0.0,1.06,26.36,10.82,19.46,4.89,0.0,0.0,0.967
"2021-10-16 - ARI 1, BUF 2",ARI,29.02,42.25,22.84,33.54,15.55,26.96,1.06,0.0,0.9,1.47,11.59,21.77,7.51,10.18,6.38,7.45,1.06,0.0,4.14,11.59,1.03,5.83,0.0,0.0,16.47,20.24,8.2,13.63,0.0,0.0,1.068
"2021-10-16 - ARI 1, BUF 2",BUF,42.25,29.02,33.54,22.84,26.96,15.55,0.0,1.06,1.47,0.9,21.77,11.59,10.18,7.51,7.45,6.38,0.0,1.06,11.59,4.14,5.83,1.03,0.0,0.0,20.24,16.47,13.63,8.2,0.0,0.0,0.932
"2021-10-16 - OTT 1, TOR 3",OTT,36.13,54.54,28.21,36.76,16.86,20.85,0.0,2.92,1.25,1.67,17.45,25.59,7.92,7.97,4.87,2.98,0.0,0.94,9.35,18.07,5.85,6.07,0.0,1.88,14.82,26.97,4.45,10.9,0.0,0.0,0.86
"2021-10-16 - OTT 1, TOR 3",TOR,54.54,36.13,36.76,28.21,20.85,16.86,2.92,0.0,1.67,1.25,25.59,17.45,7.97,7.92,2.98,4.87,0.94,0.0,18.07,9.35,6.07,5.85,1.88,0.0,26.97,14.82,10.9,4.45,0.0,0.0,1.14
"2021-10-16 - NYR 3, MTL 1",NYR,36.26,37.55,26.47,24.99,18.96,20.54,1.06,0.92,1.15,1.83,18.22,18.3,3.2,8.1,2.11,6.38,1.06,0.92,15.07,10.03,10.46,2.83,0.0,0.0,13.73,16.47,3.13,10.24,0.0,0.0,1.011
"2021-10-16 - NYR 3, MTL 1",MTL,37.55,36.26,24.99,26.47,20.54,18.96,0.92,1.06,1.83,1.15,18.3,18.22,8.1,3.2,6.38,2.11,0.92,1.06,10.03,15.07,2.83,10.46,0.0,0.0,16.47,13.73,10.24,3.13,0.0,0.0,0.989
"2021-10-16 - VAN 1, DET 3",VAN,46.58,27.91,34.35,18.43,24.51,16.37,1.01,0.94,1.72,1.51,19.18,14.01,5.14,5.92,3.1,5.99,0.0,0.94,13.84,8.19,8.07,2.99,0.0,0.0,24.89,9.32,12.18,6.28,0.94,0.0,0.984
"2021-10-16 - VAN 1, DET 3",DET,27.91,46.58,18.43,34.35,16.37,24.51,0.94,1.01,1.51,1.72,14.01,19.18,5.92,5.14,5.99,3.1,0.94,0.0,8.19,13.84,2.99,8.07,0.0,0.0,9.32,24.89,6.28,12.18,0.0,0.94,1.016
"2021-10-16 - NYI 1, FLA 5",NYI,36.97,66.89,27.9,43.57,19.16,28.62,0.0,4.9,1.36,2.19,15.73,27.77,3.13,8.07,3.1,7.13,0.0,3.87,12.22,20.1,8.71,10.23,0.0,0.98,20.83,33.92,6.54,11.26,0.0,0.0,0.829
"2021-10-16 - NYI 1, FLA 5",FLA,66.89,36.97,43.57,27.9,28.62,19.16,4.9,0.0,2.19,1.36,27.77,15.73,8.07,3.13,7.13,3.1,3.87,0.0,20.1,12.22,10.23,8.71,0.98,0.0,33.92,20.83,11.26,6.54,0.0,0.0,1.171
"2021-10-16 - CHI 2, PIT 5",CHI,26.38,40.77,15.34,31.24,10.89,23.63,1.0,3.91,0.77,1.51,13.12,19.8,3.87,7.06,3.8,7.16,1.02,1.93,8.96,13.03,1.88,4.21,0.0,1.98,12.93,18.06,5.08,10.25,0.0,0.0,0.927
"2021-10-16 - CHI 2, PIT 5",PIT,40.77,26.38,31.24,15.34,23.63,10.89,3.91,1.0,1.51,0.77,19.8,13.12,7.06,3.87,7.16,3.8,1.93,1.02,13.03,8.96,4.21,1.88,1.98,0.0,18.06,12.93,10.25,5.08,0.0,0.0,1.073
"2021-10-16 - TB 2, WSH 1",TB,52.0,41.11,35.72,29.31,22.37,24.36,1.01,0.94,2.31,1.06,27.21,15.38,14.91,0.93,7.38,0.95,0.0,0.0,12.35,14.66,4.11,7.77,0.0,0.95,21.99,22.63,9.78,13.9,0.94,0.0,1.006
"2021-10-16 - TB 2, WSH 1",WSH,41.11,52.0,29.31,35.72,24.36,22.37,0.94,1.01,1.06,2.31,15.38,27.21,0.93,14.91,0.95,7.38,0.0,0.0,14.66,12.35,7.77,4.11,0.95,0.0,22.63,21.99,13.9,9.78,0.0,0.94,0.994
"2021-10-16 - SEA 1, CBJ 2",SEA,46.16,50.48,31.43,32.74,19.73,21.64,1.06,0.92,1.45,1.63,20.2,23.22,5.33,5.5,4.22,3.67,0.0,0.0,14.9,17.68,5.14,5.7,1.05,0.96,23.97,23.39,10.4,12.3,0.0,0.0,1.011
"2021-10-16 - SEA 1, CBJ 2",CBJ,50.48,46.16,32.74,31.43,21.64,19.73,0.92,1.06,1.63,1.45,23.22,20.2,5.5,5.33,3.67,4.22,0.0,0.0,17.68,14.9,5.7,5.14,0.96,1.05,23.39,23.97,12.3,10.4,0.0,0.0,0.989
"2021-10-16 - CAR 3, NSH 2",CAR,46.65,38.28,38.99,29.13,28.4,24.56,2.11,0.92,2.11,1.6,23.46,15.61,10.81,5.45,8.55,4.55,0.0,0.92,12.75,10.03,7.29,6.58,2.1,0.0,21.07,19.91,12.69,12.56,0.0,0.0,1.037
"2021-10-16 - CAR 3, NSH 2",NSH,38.28,46.65,29.13,38.99,24.56,28.4,0.92,2.11,1.6,2.11,15.61,23.46,5.45,10.81,4.55,8.55,0.92,0.0,10.03,12.75,6.58,7.29,0.0,2.1,19.91,21.07,12.56,12.69,0.0,0.0,0.963
"2021-10-16 - STL 5, COL 3",STL,40.54,45.34,31.11,34.49,23.1,22.96,3.18,0.92,1.68,1.98,15.66,23.85,6.79,8.7,4.47,6.01,0.0,0.0,9.01,14.83,5.44,7.35,3.06,0.96,21.29,19.18,12.13,8.55,0.0,0.0,1.098
"2021-10-16 - STL 5, COL 3",COL,45.34,40.54,34.49,31.11,22.96,23.1,0.92,3.18,1.98,1.68,23.85,15.66,8.7,6.79,6.01,4.47,0.0,0.0,14.83,9.01,7.35,5.44,0.96,3.06,19.18,21.29,8.55,12.13,0.0,0.0,0.902
"2021-10-16 - CGY 2, EDM 5",CGY,48.56,31.91,39.01,27.23,30.58,20.88,1.0,1.93,1.95,1.34,24.62,12.17,9.95,6.91,6.91,4.01,1.02,0.94,14.47,5.3,9.93,2.09,0.0,0.0,17.42,18.3,10.8,15.24,0.0,1.06,0.94
"2021-10-16 - CGY 2, EDM 5",EDM,31.91,48.56,27.23,39.01,20.88,30.58,1.93,1.0,1.34,1.95,12.17,24.62,6.91,9.95,4.01,6.91,0.94,1.02,5.3,14.47,2.09,9.93,0.0,0.0,18.3,17.42,15.24,10.8,1.06,0.0,1.06
"2021-10-16 - MIN 3, LA 2",MIN,41.17,40.79,35.83,32.57,28.37,23.43,3.14,0.95,2.21,1.78,20.12,23.32,8.55,10.1,7.49,6.54,2.09,0.0,11.58,13.15,7.2,5.74,1.05,0.0,18.03,16.47,11.72,10.93,0.0,0.88,1.07
"2021-10-16 - MIN 3, LA 2",LA,40.79,41.17,32.57,35.83,23.43,28.37,0.95,3.14,1.78,2.21,23.32,20.12,10.1,8.55,6.54,7.49,0.0,2.09,13.15,11.58,5.74,7.2,0.0,1.05,16.47,18.03,10.93,11.72,0.88,0.0,0.93
"2021-10-16 - WPG 3, SJ 4",WPG,39.01,34.51,21.57,25.97,15.49,17.65,2.07,0.99,1.04,1.91,14.63,15.29,4.42,7.56,3.28,5.85,1.06,0.99,10.12,7.73,5.08,3.94,1.02,0.0,25.49,20.0,5.1,6.82,0.0,0.0,1.078
"2021-10-16 - WPG 3, SJ 4",SJ,34.51,39.01,25.97,21.57,17.65,15.49,0.99,2.07,1.91,1.04,15.29,14.63,7.56,4.42,5.85,3.28,0.99,1.06,7.73,10.12,3.94,5.08,0.0,1.02,20.0,25.49,6.82,5.1,0.0,0.0,0.922
"2021-10-17 - DAL 2, OTT 3",DAL,53.9,43.19,40.14,31.96,31.16,22.87,2.07,0.92,1.82,1.67,17.36,18.69,8.23,5.75,5.11,3.85,2.09,0.0,9.14,13.16,5.09,9.9,0.0,0.0,35.71,20.94,20.21,6.91,0.0,0.89,1.026
"2021-10-17 - DAL 2, OTT 3",OTT,43.19,53.9,31.96,40.14,22.87,31.16,0.92,2.07,1.67,1.82,18.69,17.36,5.75,8.23,3.85,5.11,0.0,2.09,13.16,9.14,9.9,5.09,0.0,0.0,20.94,35.71,6.91,20.21,0.89,0.0,0.974
"2021-10-18 - NYR 2, TOR 1",NYR,39.24,49.76,28.9,40.19,17.48,27.93,1.06,0.92,1.55,2.35,23.12,32.13,6.39,8.31,4.22,7.51,0.0,0.92,16.63,23.97,6.17,12.54,1.05,0.0,14.34,17.23,7.1,7.8,0.0,0.0,1.027
"2021-10-18 - NYR 2, TOR 1",TOR,49.76,39.24,40.19,28.9,27.93,17.48,0.92,1.06,2.35,1.55,32.13,23.12,8.31,6.39,7.51,4.22,0.92,0.0,23.97,16.63,12.54,6.17,0.0,1.05,17.23,14.34,7.8,7.1,0.0,0.0,0.973
"2021-10-18 - SEA 1, PHI 6",SEA,25.97,40.59,21.73,33.72,17.06,26.34,1.0,5.91,1.97,2.32,11.8,22.56,8.99,10.08,7.92,10.22,1.02,2.95,2.96,12.57,1.97,7.14,0.0,1.95,12.64,15.07,7.11,7.56,0.0,1.07,0.835
"2021-10-18 - SEA 1, PHI 6",PHI,40.59,25.97,33.72,21.73,26.34,17.06,5.91,1.0,2.32,1.97,22.56,11.8,10.08,8.99,10.22,7.92,2.95,1.02,12.57,2.96,7.14,1.97,1.95,0.0,15.07,12.64,7.56,7.11,1.07,0.0,1.165
"2021-10-18 - ANA 3, CGY 2",ANA,37.11,59.97,33.42,45.37,21.48,34.31,1.01,1.89,1.7,3.33,11.11,32.46,5.14,10.72,5.08,7.88,0.0,0.0,5.92,22.0,5.01,13.8,1.06,0.95,23.24,21.57,9.41,11.39,0.0,0.95,0.992
"2021-10-18 - ANA 3, CGY 2",CGY,59.97,37.11,45.37,33.42,34.31,21.48,1.89,1.01,3.33,1.7,32.46,11.11,10.72,5.14,7.88,5.08,0.0,0.0,22.0,5.92,13.8,5.01,0.95,1.06,21.57,23.24,11.39,9.41,0.95,0.0,1.008
"2021-10-18 - STL 7, ARI 4",STL,42.36,31.71,35.96,27.43,27.14,16.29,6.32,2.78,2.33,2.0,22.9,14.22,11.06,7.85,9.97,6.02,3.23,1.82,11.96,6.26,7.37,1.94,3.15,0.95,18.27,14.86,8.83,8.11,0.0,0.0,1.062
"2021-10-18 - STL 7, ARI 4",ARI,31.71,42.36,27.43,35.96,16.29,27.14,2.78,6.32,2.0,2.33,14.22,22.9,7.85,11.06,6.02,9.97,1.82,3.23,6.26,11.96,1.94,7.37,0.95,3.15,14.86,18.27,8.11,8.83,0.0,0.0,0.938
"2021-10-19 - VAN 2, BUF 5",VAN,32.96,42.15,28.03,35.01,26.95,29.61,2.11,3.78,1.54,2.27,13.24,20.41,10.35,12.91,9.18,11.24,1.06,2.85,3.05,7.31,2.03,5.66,1.05,0.0,19.0,20.72,15.68,11.69,0.0,0.89,0.951
"2021-10-19 - VAN 2, BUF 5",BUF,42.15,32.96,35.01,28.03,29.61,26.95,3.78,2.11,2.27,1.54,20.41,13.24,12.91,10.35,11.24,9.18,2.85,1.06,7.31,3.05,5.66,2.03,0.0,1.05,20.72,19.0,11.69,15.68,0.89,0.0,1.049
"2021-10-19 - SJ 5, MTL 0",SJ,34.72,35.24,23.92,23.56,18.07,13.55,3.18,0.0,1.56,1.09,15.86,14.34,8.07,3.29,4.54,2.45,2.14,0.0,8.02,10.89,5.44,5.37,0.0,0.0,18.85,19.34,5.89,4.88,1.12,0.0,1.176
"2021-10-19 - SJ 5, MTL 0",MTL,35.24,34.72,23.56,23.92,13.55,18.07,0.0,3.18,1.09,1.56,14.34,15.86,3.29,8.07,2.45,4.54,0.0,2.14,10.89,8.02,5.37,5.44,0.0,0.0,19.34,18.85,4.88,5.89,0.0,1.12,0.824
"2021-10-19 - CBJ 1, DET 4",CBJ,36.7,48.5,29.59,44.4,18.38,36.56,0.0,1.93,1.85,2.82,19.87,23.1,10.65,11.34,7.38,9.52,0.0,0.0,9.25,11.76,4.09,8.82,0.0,1.89,16.03,25.06,5.99,18.26,0.0,0.0,0.947
"2021-10-19 - CBJ 1, DET 4",DET,48.5,36.7,44.4,29.59,36.56,18.38,1.93,0.0,2.82,1.85,23.1,19.87,11.34,10.65,9.52,7.38,0.0,0.0,11.76,9.25,8.82,4.09,1.89,0.0,25.06,16.03,18.26,5.99,0.0,0.0,1.053
"2021-10-19 - FLA 4, TB 1",FLA,40.3,32.24,29.63,26.8,25.25,19.36,2.13,0.92,1.56,1.5,24.51,17.51,5.38,7.27,4.28,5.5,1.06,0.0,19.12,10.15,10.46,4.68,1.04,0.96,22.18,25.8,10.49,9.06,0.0,0.0,1.037
"2021-10-19 - FLA 4, TB 1",TB,32.24,40.3,26.8,29.63,19.36,25.25,0.92,2.13,1.5,1.56,17.51,24.51,7.27,5.38,5.5,4.28,0.0,1.06,10.15,19.12,4.68,10.46,0.96,1.04,25.8,22.18,9.06,10.49,0.0,0.0,0.963
"2021-10-19 - SEA 2, NJ 4",SEA,38.47,45.68,29.06,37.64,20.71,27.14,1.01,2.92,1.8,2.8,20.46,26.58,8.0,17.09,6.92,14.24,1.04,2.92,12.18,9.41,4.93,2.0,0.0,0.0,24.29,22.4,7.0,9.59,0.0,0.0,0.941
"2021-10-19 - SEA 2, NJ 4",NJ,45.68,38.47,37.64,29.06,27.14,20.71,2.92,1.01,2.8,1.8,26.58,20.46,17.09,8.0,14.24,6.92,2.92,1.04,9.41,12.18,2.0,4.93,0.0,0.0,22.4,24.29,9.59,7.0,0.0,0.0,1.059
"2021-10-19 - DAL 2, PIT 1",DAL,37.18,46.85,28.96,32.58,23.71,21.19,1.06,0.92,1.69,1.41,22.07,17.74,8.52,6.49,8.43,4.67,0.0,0.92,13.53,11.17,8.27,4.81,1.05,0.0,12.29,24.32,5.07,9.86,0.0,0.0,1.001
"2021-10-19 - DAL 2, PIT 1",PIT,46.85,37.18,32.58,28.96,21.19,23.71,0.92,1.06,1.41,1.69,17.74,22.07,6.49,8.52,4.67,8.43,0.92,0.0,11.17,13.53,4.81,8.27,0.0,1.05,24.32,12.29,9.86,5.07,0.0,0.0,0.999
"2021-10-19 - COL 3, WSH 6",COL,27.57,54.03,19.26,42.42,16.25,32.54,1.01,4.8,1.12,2.81,13.85,27.46,5.16,12.47,4.05,10.74,1.01,1.88,8.5,15.07,4.76,7.88,0.0,1.89,11.12,21.57,7.42,11.73,0.0,1.07,0.915
"2021-10-19 - COL 3, WSH 6",WSH,54.03,27.57,42.42,19.26,32.54,16.25,4.8,1.01,2.81,1.12,27.46,13.85,12.47,5.16,10.74,4.05,1.88,1.01,15.07,8.5,7.88,4.76,1.89,0.0,21.57,11.12,11.73,7.42,1.07,0.0,1.085
"2021-10-19 - NYI 4, CHI 1",NYI,45.14,49.61,32.67,35.7,25.14,28.6,4.26,0.92,1.24,1.83,14.38,20.92,2.18,8.95,2.17,5.35,1.06,0.91,12.35,11.78,6.46,7.53,2.01,0.0,27.52,27.11,16.55,15.64,1.12,0.0,1.138
"2021-10-19 - NYI 4, CHI 1",CHI,49.61,45.14,35.7,32.67,28.6,25.14,0.92,4.26,1.83,1.24,20.92,14.38,8.95,2.18,5.35,2.17,0.91,1.06,11.78,12.35,7.53,6.46,0.0,2.01,27.11,27.52,15.64,16.55,0.0,1.12,0.862
